page,block_id,block_type,bbox,source_image_path,text_pdf_layer,text_ocr_basic,text_ocr_vision,text_merged,normalized_text,has_dimension_signal,has_material_signal,has_structure_signal,rule_likelihood,needs_manual_review,manual_note
174,p174-b06,body_text,"{""x"": 96, ""y"": 1284, ""w"": 1332, ""h"": 289}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p174-b06.png,,"ARLES
WARM
AEVS
RES
Vee
SESHMEVSHRHR
SOSH
KE-HRKS
iM
Hl
SHIN
S","用卦干桌邮湯不，好骨是辞会不彭样t用郵述的，器立郧天彭妹•
彭博=夏 出过全面桌，彭使出女全比彭博面合窗應•
面合兹窟膘","ARLES
WARM
AEVS
RES
Vee
SESHMEVSHRHR
SOSH
KE-HRKS
iM
Hl
SHIN
S
用卦干桌邮湯不，好骨是辞会不彭样t用郵述的，器立郧天彭妹•
彭博=夏 出过全面桌，彭使出女全比彭博面合窗應•
面合兹窟膘","ARLES
WARM
AEVS
RES
Vee
SESHMEVSHRHR
SOSH
KE-HRKS
iM
Hl
SHIN
S
用卦干桌邮湯不，好骨是辞会不彭样t用郵述的，器立郧天彭妹•
彭博=夏 出过全面桌，彭使出女全比彭博面合窗應•
面合兹窟膘",False,False,False,0.08,False,
175,p175-b01,body_text,"{""x"": 411, ""y"": 259, ""w"": 826, ""h"": 1021}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p175-b01.png,,工,,工,工,False,False,False,0.0,False,
175,p175-b02,body_text,"{""x"": 1504, ""y"": 259, ""w"": 129, ""h"": 124}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p175-b02.png,,a,,a,a,False,False,False,0.0,False,
175,p175-b03,body_text,"{""x"": 96, ""y"": 1402, ""w"": 595, ""h"": 168}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p175-b03.png,,"StS
BER
ee
HAS","用郵泉面合出站•
景瓧用卦","StS
BER
ee
HAS
用郵泉面合出站•
景瓧用卦","StS
BER
ee
HAS
用郵泉面合出站•
景瓧用卦",False,False,False,0.08,False,
176,p176-b01,body_text,"{""x"": 907, ""y"": 283, ""w"": 843, ""h"": 304}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b01.png,,Pit!,,Pit!,Pit!,False,False,False,0.0,False,
176,p176-b02,body_text,"{""x"": 2229, ""y"": 283, ""w"": 272, ""h"": 304}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b02.png,,"1
|",,"1
|","1
|",False,False,False,0.0,False,
176,p176-b03,dimension_note,"{""x"": 532, ""y"": 733, ""w"": 130, ""h"": 187}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b03.png,,"1)
(hax
1]
8)
I","（［1 内）
1 （B","1)
(hax
1]
8)
I
（［1 内）
1 （B","1)
(hax
1]
8)
I
（［1 内）
1 （B",True,False,False,0.36,False,
176,p176-b04,body_text,"{""x"": 1340, ""y"": 737, ""w"": 130, ""h"": 80}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b04.png,,"(所
机)
P)
Fld","（［1盖全）
［1盖（d","(所
机)
P)
Fld
（［1盖全）
［1盖（d","(所
机)
P)
Fld
（［1盖全）
［1盖（d",False,False,False,0.08,False,
176,p176-b05,body_text,"{""x"": 2147, ""y"": 758, ""w"": 155, ""h"": 155}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b05.png,,"未
c)
村
I",「1盖半（,"未
c)
村
I
「1盖半（","未
c)
村
I
「1盖半（",False,False,False,0.0,False,
176,p176-b06,body_text,"{""x"": 96, ""y"": 1267, ""w"": 1378, ""h"": 301}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b06.png,,"ast
JRA
eee
aA]!
¥PVUMAU!)
FEW
AUIBEEPYVEINVMSE’
az
VS","。湖内味盖半、盖全比代可同不六菜安熟［开平.［1开平 介 本
［i开平S「","ast
JRA
eee
aA]!
¥PVUMAU!)
FEW
AUIBEEPYVEINVMSE’
az
VS
。湖内味盖半、盖全比代可同不六菜安熟［开平.［1开平 介 本
［i开平S「","ast
JRA
eee
aA]!
¥PVUMAU!)
FEW
AUIBEEPYVEINVMSE’
az
VS
。湖内味盖半、盖全比代可同不六菜安熟［开平.［1开平 介 本
［i开平S「",False,False,False,0.08,False,
176,p176-b07,body_text,"{""x"": 828, ""y"": 1267, ""w"": 776, ""h"": 62}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p176-b07.png,,"EVEL’
ANE]
WER
Bh
V
aU",,"EVEL’
ANE]
WER
Bh
V
aU","EVEL’
ANE]
WER
Bh
V
aU",False,False,False,0.0,False,
177,p177-b01,dimension_note,"{""x"": 547, ""y"": 276, ""w"": 399, ""h"": 265}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b01.png,,"图
3-S
SEL
<2
FL","图3-5
8.D≥
FL","图
3-S
SEL
<2
FL
图3-5
8.D≥","图
3-S
SEL
<2
FL
图3-5
8.D≥",True,False,False,0.36,False,
177,p177-b02,dimension_note,"{""x"": 1693, ""y"": 331, ""w"": 510, ""h"": 115}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b02.png,,"WU?
Lew
IRE”
sak
YIM
SQ!
FLY","。毛对如毛驻需天，自开收
x空从 ：图 示开「","WU?
Lew
IRE”
sak
YIM
SQ!
FLY
。毛对如毛驻需天，自开收
x空从 ：图 示开「","WU?
Lew
IRE”
sak
YIM
SQ!
FLY
。毛对如毛驻需天，自开收
x空从 ：图 示开「",True,False,False,0.36,False,
177,p177-b03,body_text,"{""x"": 913, ""y"": 710, ""w"": 231, ""h"": 211}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b03.png,,"yi
w
&
Fl",FL,"yi
w
&
Fl
FL","yi
w
&
Fl
FL",False,False,False,0.0,False,
177,p177-b04,body_text,"{""x"": 330, ""y"": 711, ""w"": 189, ""h"": 210}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b04.png,,"y
be
&
yi
Fl",FL,"y
be
&
yi
Fl
FL","y
be
&
yi
Fl
FL",False,False,False,0.0,False,
177,p177-b05,body_text,"{""x"": 1734, ""y"": 754, ""w"": 599, ""h"": 259}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b05.png,,EY,,EY,EY,False,False,False,0.0,False,
177,p177-b06,body_text,"{""x"": 146, ""y"": 1212, ""w"": 2202, ""h"": 290}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b06.png,,"IY
SREMEMAYUSPRY
GME
VRE)
HWS’
Bi)
SME
MEEIIUNE
YIM
SVEMMES
eee
J
REPR
od?
See
ERTL
WO
TS
OE
YSN
20
5]
WI
SITY""
PRR
LTRS
RIN
RS
SE
SS
S|
I
Le
eR
I3-S°
1°
|
IBAREH
H!
aR’
WAla
alate!","。产主心，向太自开［i马朋总图胡需，本珠阳楼单戉量楼［S
•-8图只何公又图示。不对［蓄点丝颗好知哉而大女茴员好会，t大，大是不
；不哎岖代，朱要极莽些一意去需，胡长货荫［i开平记戡","IY
SREMEMAYUSPRY
GME
VRE)
HWS’
Bi)
SME
MEEIIUNE
YIM
SVEMMES
eee
J
REPR
od?
See
ERTL
WO
TS
OE
YSN
20
5]
WI
SITY""
PRR
LTRS
RIN
RS
SE
SS
S|
I
Le
eR
I3-S°
1°
|
IBAREH
H!
aR’
WAla
alate!
。产主心，向太自开［i马朋总图胡需，本珠阳楼单戉量楼［S
•-8图只何公又图示。不对［蓄点丝颗好知哉而大女茴员好会，t大，大是不
；不哎岖代，朱要极莽些一意去需，胡长货荫［i开平记戡","IY
SREMEMAYUSPRY
GME
VRE)
HWS’
Bi)
SME
MEEIIUNE
YIM
SVEMMES
eee
J
REPR
od?
See
ERTL
WO
TS
OE
YSN
20
5]
WI
SITY""
PRR
LTRS
RIN
RS
SE
SS
S|
I
Le
eR
I3-S°
1°
|
IBAREH
H!
aR’
WAla
alate!
。产主心，向太自开［i马朋总图胡需，本珠阳楼单戉量楼［S
•-8图只何公又图示。不对［蓄点丝颗好知哉而大女茴员好会，t大，大是不
；不哎岖代，朱要极莽些一意去需，胡长货荫［i开平记戡",False,False,False,0.08,False,
177,p177-b07,body_text,"{""x"": 1503, ""y"": 1212, ""w"": 1005, ""h"": 61}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b07.png,,"RE
SIRE)
MHUERERY
WHEY",,"RE
SIRE)
MHUERERY
WHEY","RE
SIRE)
MHUERERY
WHEY",False,False,False,0.08,False,
177,p177-b08,body_text,"{""x"": 2436, ""y"": 1212, ""w"": 77, ""h"": 61}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b08.png,,PTY,,PTY,PTY,False,False,False,0.0,False,
177,p177-b09,body_text,"{""x"": 1212, ""y"": 1216, ""w"": 7, ""h"": 13}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p177-b09.png,,*,,*,*,False,False,False,0.0,False,
178,p178-b01,body_text,"{""x"": 2018, ""y"": 658, ""w"": 22, ""h"": 224}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p178-b01.png,,"ti
|",,"ti
|","ti
|",False,False,False,0.0,False,
178,p178-b02,body_text,"{""x"": 151, ""y"": 1144, ""w"": 2330, ""h"": 413}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p178-b02.png,,"由
明
崇
翌
”将
奈
梁
强攻
省
埋
禁用
痢
风
首
备
普
洛
着
时
看
全
峭
忆
玫
炬
器
灌
制
正
”
BSI’
S|
BTS)
aL)
ALI
Gea)
SEL]
CE)
EER
ye
1
’
′
AYE
REY
SS
ERS
ba
Re
BER
T°
zy
PS),
CHESS
SEPA
STARS
RY
PBL
|
tT
A
°
AE",［i平,"由
明
崇
翌
”将
奈
梁
强攻
省
埋
禁用
痢
风
首
备
普
洛
着
时
看
全
峭
忆
玫
炬
器
灌
制
正
”
BSI’
S|
BTS)
aL)
ALI
Gea)
SEL]
CE)
EER
ye
1
’
′
AYE
REY
SS
ERS
ba
Re
BER
T°
zy
PS),
CHESS
SEPA
STARS
RY
PBL
|
tT
A
°
AE
［i平","由
明
崇
翌
”将
奈
梁
强攻
省
埋
禁用
痢
风
首
备
普
洛
着
时
看
全
峭
忆
玫
炬
器
灌
制
正
”
BSI’
S|
BTS)
aL)
ALI
Gea)
SEL]
CE)
EER
ye
1
’
′
AYE
REY
SS
ERS
ba
Re
BER
T°
zy
PS),
CHESS
SEPA
STARS
RY
PBL
|
tT
A
°
AE
［i平",False,False,False,0.08,False,
178,p178-b03,body_text,"{""x"": 1358, ""y"": 1144, ""w"": 27, ""h"": 41}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p178-b03.png,,制,,制,制,False,False,False,0.0,False,
178,p178-b04,body_text,"{""x"": 157, ""y"": 1146, ""w"": 332, ""h"": 40}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p178-b04.png,,"训导
尝
燃
尾
十",,"训导
尝
燃
尾
十","训导
尝
燃
尾
十",False,False,False,0.0,False,
179,p179-b01,body_text,"{""x"": 944, ""y"": 67, ""w"": 158, ""h"": 63}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b01.png,,"200
eS
一",#200,"200
eS
一
#200","200
eS
一
#200",False,False,False,0.0,False,
179,p179-b02,dimension_note,"{""x"": 939, ""y"": 159, ""w"": 1610, ""h"": 938}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b02.png,,"840
YAO
30
300
320
310
SAO
330
HriHee:
F200
--
4]
200
T
=
ie]
ig
i=
-一
on
[一
yr
<3300
£000","210
$0
d30
300
320
310
S1O
530
：鄧直用叵秆圆
≤$20
民亮仁
300 # T$ 200
≤5300
＜$300
0.
$800","840
YAO
30
300
320
310
SAO
330
HriHee:
F200
--
4]
200
T
=
ie]
ig
i=
-一
on
[一
yr
<3300
£000
210
$0
d30
S1O
530
：鄧直用叵秆圆
≤$20
民亮仁
300 # T$ 200
≤5300
＜$300
0.
$800","840
YAO
30
300
320
310
SAO
330
HriHee:
F200
--
4]
200
T
=
ie]
ig
i=
-一
on
[一
yr
<3300
£000
210
$0
d30
S1O
530
：鄧直用叵秆圆
≤$20
民亮仁
300 # T$ 200
≤5300
＜$300
0.
$800",True,False,False,0.36,False,
179,p179-b03,body_text,"{""x"": 468, ""y"": 229, ""w"": 198, ""h"": 160}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b03.png,,"300
<=
200
T
=
em
>
720","300 # T * 200
$20","300
<=
200
T
=
em
>
720
300 # T * 200
$20","300
<=
200
T
=
em
>
720
300 # T * 200
$20",False,False,False,0.08,False,
179,p179-b04,dimension_note,"{""x"": 1126, ""y"": 380, ""w"": 113, ""h"": 35}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b04.png,"≤2300
≤2300≤2300",<3300,＜5300,"≤2300
≤2300≤2300
<3300
＜5300","≤2300
≤2300≤2300
<3300
＜5300",True,False,False,0.36,False,
179,p179-b05,body_text,"{""x"": 1779, ""y"": 511, ""w"": 63, ""h"": 25}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b05.png,"230
270",20,€$20,"230
270
20
€$20","230
270
20
€$20",False,False,False,0.0,False,
179,p179-b06,body_text,"{""x"": 1268, ""y"": 650, ""w"": 397, ""h"": 129}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b06.png,,"44
|
1]
*
300
cay
ny
回",,"44
|
1]
*
300
cay
ny
回","44
|
1]
*
300
cay
ny
回",False,False,False,0.0,False,
179,p179-b07,body_text,"{""x"": 394, ""y"": 683, ""w"": 30, ""h"": 95}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b07.png,,"1]
NT
3",,"1]
NT
3","1]
NT
3",False,False,False,0.0,False,
179,p179-b08,body_text,"{""x"": 695, ""y"": 683, ""w"": 339, ""h"": 83}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b08.png,,"1]
3300
720","3300
#$20","1]
3300
720
#$20","1]
3300
720
#$20",False,False,False,0.0,False,
179,p179-b09,body_text,"{""x"": 2332, ""y"": 1433, ""w"": 167, ""h"": 45}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b09.png,,"aunt
wu",mm：迩单,"aunt
wu
mm：迩单","aunt
wu
mm：迩单",False,False,False,0.0,False,
179,p179-b10,body_text,"{""x"": 1168, ""y"": 1494, ""w"": 594, ""h"": 61}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p179-b10.png,,"As
WS
as
HL
PIA
SS
14
SE
RE",赤索針 七 开平 平,"As
WS
as
HL
PIA
SS
14
SE
RE
赤索針 七 开平 平","As
WS
as
HL
PIA
SS
14
SE
RE
赤索針 七 开平 平",False,False,False,0.08,False,
180,p180-b01,dimension_note,"{""x"": 1189, ""y"": 167, ""w"": 622, ""h"": 86}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b01.png,,"WHE
hE
WMS
he
生
从
志
0uu
Ye0<M<
OOM","鄞中天贩心
發中貣贩怆
mmOzA≥W","WHE
hE
WMS
he
生
从
志
0uu
Ye0<M<
OOM
鄞中天贩心
發中貣贩怆
mmOzA≥W","WHE
hE
WMS
he
生
从
志
0uu
Ye0<M<
OOM
鄞中天贩心
發中貣贩怆
mmOzA≥W",True,False,False,0.36,False,
180,p180-b02,dimension_note,"{""x"": 620, ""y"": 251, ""w"": 208, ""h"": 97}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b02.png,,"<vY20
+",＜寸20,"<vY20
+
＜寸20","<vY20
+
＜寸20",True,False,False,0.28,False,
180,p180-b03,body_text,"{""x"": 377, ""y"": 666, ""w"": 42, ""h"": 172}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b03.png,,"1
sf",骨嬲毅亡茂,"1
sf
骨嬲毅亡茂","1
sf
骨嬲毅亡茂",False,False,False,0.0,False,
180,p180-b04,dimension_note,"{""x"": 837, ""y"": 682, ""w"": 238, ""h"": 90}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b04.png,,"1]
4B
<3300",≤5300,"1]
4B
<3300
≤5300","1]
4B
<3300
≤5300",True,False,False,0.28,False,
180,p180-b05,body_text,"{""x"": 1430, ""y"": 720, ""w"": 110, ""h"": 46}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b05.png,≤2300,<3300,S300,"≤2300
<3300
S300","≤2300
<3300
S300",True,False,False,0.28,False,
180,p180-b06,dimension_note,"{""x"": 2269, ""y"": 1321, ""w"": 280, ""h"": 182}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b06.png,,"J
OQUM!
COMMIS
aunt
wu","mmOOP≥彩≥mm0d
mm：立单","J
OQUM!
COMMIS
aunt
wu
mmOOP≥彩≥mm0d
mm：立单","J
OQUM!
COMMIS
aunt
wu
mmOOP≥彩≥mm0d
mm：立单",True,False,False,0.36,False,
180,p180-b07,body_text,"{""x"": 1147, ""y"": 1507, ""w"": 594, ""h"": 61}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b07.png,,"As
as
SS
WS
14
PIA
SE
HL
RE",赤索針 七 开平 平,"As
as
SS
WS
14
PIA
SE
HL
RE
赤索針 七 开平 平","As
as
SS
WS
14
PIA
SE
HL
RE
赤索針 七 开平 平",False,False,False,0.08,False,
180,p180-b08,dimension_note,"{""x"": 0, ""y"": 0, ""w"": 2880, ""h"": 1620}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p180-b08.png,,"WHE
hE
WMS
he
从
生
志
0uu
Ye0<M<
OOM
<vY20
+
1
1]
sf
<3300
4B
COMMIS
J
OQUM!
aunt
wu
As
WS
as
HL
14
RE
PIA
SE
SS","赤索針 七 开平 平
mm：立单
mmOOP≥彩≥mm0d
S300
≤5300
骨嬲毅亡茂
＜寸20
發中貣贩怆
mmOzA≥W
鄞中天贩心","WHE
hE
WMS
he
从
生
志
0uu
Ye0<M<
OOM
<vY20
+
1
1]
sf
<3300
4B
COMMIS
J
OQUM!
aunt
wu
As
WS
as
HL
14
RE
PIA
SE
SS
赤索針 七 开平 平
mm：立单
mmOOP≥彩≥mm0d
S300
≤5300
骨嬲毅亡茂
＜寸20
發中貣贩怆
mmOzA≥W
鄞中天贩心","WHE
hE
WMS
he
从
生
志
0uu
Ye0<M<
OOM
<vY20
+
1
1]
sf
<3300
4B
COMMIS
J
OQUM!
aunt
wu
As
WS
as
HL
14
RE
PIA
SE
SS
赤索針 七 开平 平
mm：立单
mmOOP≥彩≥mm0d
S300
≤5300
骨嬲毅亡茂
＜寸20
發中貣贩怆
mmOzA≥W
鄞中天贩心",True,False,False,0.36,False,
181,p181-b01,dimension_note,"{""x"": 122, ""y"": 223, ""w"": 2205, ""h"": 1338}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p181-b01.png,,"PVE
&
|
ERI
1]
oe
\]/
S80
，
HI
YBN
TRE
S
peo
100m
NESE?
MINS
BH
yy
Be
EMEM
SE
eK”
See
Liew
avy
Vsfie
MME’
HUE
Pwr
ye?
oH
TRL
HEYA
ove’
WEUE’
MEE?
LSE
SHVEIT
44.
30um\2qum
ISX
TSE
SOuu
=-ssoowm
<Teoqum’
SF
¥B)
<e0owm
Bay
GAR?
VL
WER
Pel
WS
30OM<
IEE
a]","mm08至宽好盆内：mm08≤需麻好「盖
，mm0Or≤需宴宽麻瓣好［湘內：用姓葑好育7：好用孟•
。主青帕露心合香，毛对 空
货不坚「。备称需开虫其，自开郸韭成心爆
胡彭淋天备天。开毛达，自开毛，自开郸我叵：先式良开•
mmoz\mmoe：*七兄 带衮•
mOS： 皂效［•
［1 平 \C1云","PVE
&
|
ERI
1]
oe
\]/
S80
，
HI
YBN
TRE
S
peo
100m
NESE?
MINS
BH
yy
Be
EMEM
SE
eK”
See
Liew
avy
Vsfie
MME’
HUE
Pwr
ye?
oH
TRL
HEYA
ove’
WEUE’
MEE?
LSE
SHVEIT
44.
30um\2qum
ISX
TSE
SOuu
=-ssoowm
<Teoqum’
SF
¥B)
<e0owm
Bay
GAR?
VL
WER
Pel
WS
30OM<
IEE
a]
mm08至宽好盆内：mm08≤需麻好「盖
，mm0Or≤需宴宽麻瓣好［湘內：用姓葑好育7：好用孟•
。主青帕露心合香，毛对 空
货不坚「。备称需开虫其，自开郸韭成心爆
胡彭淋天备天。开毛达，自开毛，自开郸我叵：先式良开•
mmoz\mmoe：*七兄 带衮•
mOS： 皂效［•
［1 平 \C1云","PVE
&
|
ERI
1]
oe
\]/
S80
，
HI
YBN
TRE
S
peo
100m
NESE?
MINS
BH
yy
Be
EMEM
SE
eK”
See
Liew
avy
Vsfie
MME’
HUE
Pwr
ye?
oH
TRL
HEYA
ove’
WEUE’
MEE?
LSE
SHVEIT
44.
30um\2qum
ISX
TSE
SOuu
=-ssoowm
<Teoqum’
SF
¥B)
<e0owm
Bay
GAR?
VL
WER
Pel
WS
30OM<
IEE
a]
mm08至宽好盆内：mm08≤需麻好「盖
，mm0Or≤需宴宽麻瓣好［湘內：用姓葑好育7：好用孟•
。主青帕露心合香，毛对 空
货不坚「。备称需开虫其，自开郸韭成心爆
胡彭淋天备天。开毛达，自开毛，自开郸我叵：先式良开•
mmoz\mmoe：*七兄 带衮•
mOS： 皂效［•
［1 平 \C1云",True,False,False,0.36,False,
181,p181-b02,dimension_note,"{""x"": 163, ""y"": 285, ""w"": 1013, ""h"": 116}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p181-b02.png,,"IPG
eoum
ws”
Cu
FEST!
See
IEG
430mm!
IRS
<1
000M
*",mm0at兄 。带袞财常用卦,"IPG
eoum
ws”
Cu
FEST!
See
IEG
430mm!
IRS
<1
000M
*
mm0at兄 。带袞财常用卦","IPG
eoum
ws”
Cu
FEST!
See
IEG
430mm!
IRS
<1
000M
*
mm0at兄 。带袞财常用卦",True,False,False,0.36,False,
