page,block_id,normalized_text,display_text,manual_interpretation,manual_next_action,manual_source_file,manual_override_applied,matched_runtime,matched_audit,matched_rule_index,matched_review_note,best_match_target,best_match_title,best_match_score,coverage_status,reason
50,p050-b02,|,p50 右上节点实物图边角局部,该块只是局部木纹与放大圈边缘，没有独立文字信息；p50 的有效规则已由 p050-b06/p050-b07 覆盖,保留截图归档，不再单独复核,p49-p50-fragment-manual-review.csv,True,False,False,False,True,manual_review,p50 右上节点实物图边角局部,1.0,non_rule_background,该块只是局部木纹与放大圈边缘，没有独立文字信息；p50 的有效规则已由 p050-b06/p050-b07 覆盖
50,p050-b03,Le,p50 左上节点示意线局部,该块仅含局部线稿/尺寸边线残片，不能稳定读成规则或术语，应视为图示噪声,保留截图归档，不再单独复核,p49-p50-fragment-manual-review.csv,True,False,False,False,True,manual_review,p50 左上节点示意线局部,1.0,non_rule_background,该块仅含局部线稿/尺寸边线残片，不能稳定读成规则或术语，应视为图示噪声
50,p050-b04,Ne,p50 左下节点放大圈边缘,该块只有放大圈轮廓，没有稳定文字或尺寸信息，不构成规则候选,保留截图归档，不再单独复核,p49-p50-fragment-manual-review.csv,True,False,False,False,True,manual_review,p50 左下节点放大圈边缘,1.0,non_rule_background,该块只有放大圈轮廓，没有稳定文字或尺寸信息，不构成规则候选
50,p050-b05,有,p50 右下节点柜门边角局部,该块只是局部柜门边角与放大圈轮廓，没有独立规则信息；核心拆装规则已由 p050-b06/p050-b07 覆盖,保留截图归档，不再单独复核,p49-p50-fragment-manual-review.csv,True,False,False,False,True,manual_review,p50 右下节点柜门边角局部,1.0,non_rule_background,该块只是局部柜门边角与放大圈轮廓，没有独立规则信息；核心拆装规则已由 p050-b06/p050-b07 覆盖
50,p050-b06,"|S
a
ee
Ah
SP
-_H
shi
teem
m出留要需是t盖
恧辜意彭紥祗
-卧风戉窒",窄边风格--拆装注意事项；门盖牙称与顶挡条时最少需要留出15mm,明确硬规则，现有 runtime 已覆盖,无需新增，只保留核验记录,p49-p50-manual-review.csv,True,False,False,False,True,manual_review,窄边风格--拆装注意事项；门盖牙称与顶挡条时最少需要留出15mm,1.0,covered_runtime,明确硬规则，现有 runtime 已覆盖
50,p050-b07,"Ky
Le
|
Ne
|S
a
SP
ee
Ah
有
shi
-_H
teem
恧辜意彭紥祗
-卧风戉窒
m出留要需是t盖",窄边风格--拆装注意事项；门盖牙称与顶挡条时最少需要留出15mm,整页兜底块，辅助确认该页主题与核心规则,无需新增，只保留核验记录,p49-p50-manual-review.csv,True,False,False,False,True,manual_review,窄边风格--拆装注意事项；门盖牙称与顶挡条时最少需要留出15mm,1.0,covered_runtime,整页兜底块，辅助确认该页主题与核心规则
51,p051-b01,"a4.
此",,,,,False,False,False,False,False,review_note,p49,0.1833,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
51,p051-b02,-,,,,,False,False,False,False,False,,,0.0,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
51,p051-b03,"e
:
id
引
hi",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.0917,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
51,p051-b04,A,,,,,False,False,False,False,False,review_note,review_goal: 把 p49/p50 剩余碎片块从“待判断高风险”中分流为“已并入主块”或“背景噪声”,0.0244,non_rule_background,复核文档已将该页标记为噪声或背景说明。
51,p051-b05,"#256
Bil
TEE
Aa
（示 长类鍌
-景",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.1121,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
51,p051-b06,"a
i",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.055,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b01,"i
We",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.1048,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b02,"en
a
#
一
-E
i",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.0917,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b03,f,,,,,False,False,False,False,False,audit,窄边风格——拆装注意事项,0.005,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b04,"#256
Bil
TEE
Aa
（示 长 鍌
-景",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.1155,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b05,Bil,,,,,False,False,False,False,False,review_note,p049b01,0.11,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b06,":
Be
Te
i
a
|
下
iM
er
ail",,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.1509,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b07,i,,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.0579,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
52,p052-b08,"Fa
晶",,,,,False,False,False,False,False,review_note,review_goal: 把 p49/p50 剩余碎片块从“待判断高风险”中分流为“已并入主块”或“背景噪声”,0.0234,non_rule_background,复核文档已将该页标记为噪声或背景说明。
52,p052-b09,ij,,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.055,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
53,p053-b01,"由
诞
Baw
PINS
ga
CE
Ene
JA
=
]
ils
pall
lt
el
|__|]
|
ll
ml
ER
al
ie
---
Ie
_
Yew
带痢
麻天司.
麻天荫
柴 骨
虱毗置内",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.1039,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
53,p053-b02,"Napa
JEME
财立内
貅昙内",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1299,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
53,p053-b03,"Sie
mis",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.2307,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
53,p053-b04,"19
|",,,,,False,False,False,False,False,review_note,p49,0.22,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
53,p053-b05,"EK
Ew
CREE
JERS)
AR)
:
JES
琳封
：（图戊）（示砵 本
碄琵本",,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.1209,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
54,p054-b01,19,,,,,False,False,False,False,False,review_note,p49,0.22,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
54,p054-b02,8,,,,,False,False,False,False,False,review_note,p48,0.275,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
54,p054-b03,"ab
1",,,,,False,False,False,False,False,review_note,p049b01,0.22,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
54,p054-b04,i,,,,,False,False,False,False,False,review_note,p34 · © RSIS? EEC BY BD TSE T°,0.0579,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
54,p054-b05,"tk
YSEREYE
°
YY
TEIB
OL’
SEICMSECRE
CRR
EYE
NK’
ETE
EY
XANES’
Ree”
YER
TIEN’
HEME
ERE
HU
CSW
KHWES’
Voli’
MES
SSMS
IR
Weare’
BBS
BEV
Soe’
VK
SLY
MEREEMES
SMES
RNASE’
MEU
Wee
MWK’
YB’
ME
PREY
WMEGWXES’
4SELMMEIUMERYL
RD
Se
FEW
。本琳极还
本8天，树杂8支，树菜8神美，树紥鍌8 财常代叵，香来类帆砵吉科 帕本具从，具家类琳干饭•
。芒臬餮，酥关末，琳长映，孝祗叵不。合楚較用采妥间女抖暗零吝具家左素壁•
。芒末，琳件、琳亦映.紥安味哦必妾灼叵，合熟抖葵教帆吝用采妾乡书暗零吝具定左n
。具定怎紥鍌己具定发n此代叵具寇阳产主禽身，香来衅 具寇从．",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.0565,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
55,p055-b01,"8)
EA
TR
2)
Se
AE
ee
a2
SB
DE!
VSS
RSE
MD
SE
eB’
EE
RERE
IE
ol
Mee
BeO0<
<Sequue
Se’
SVS
Ou
H
MeROS
SEEM
BOF
SANTEE?
B00\s0um’
HANES
wy
Wem’
SSE
ES
BSS
Ke
ie’
BAKED
REWER
ETE”
¥AESTOOMMED
S9e'
EPMA
MEE
HEH
WSR
Wei
Re’
R
ROI
YS
Ase
FL
PSE
YE
W'S
<1
LOOMS
MISE”
1
AOOWW
SANT
IMSS
he”
OYE
OSES
eh”
ee”
TEMS
HG
Ee
3
>
PEIN’
YEW’
IRS’
SER
STF
EAU”
SII
REESE
I’
ZY
RWS
OK’
WE
S-’
PPLE
WSUIE’
(AWE
JETER’
BIERME
TS
SNE’
DES
MANE
BME’
HES
YB’
。本具帆常区学由
ommOdS≥ H ≥O围鼓高麻天，高麻天楚剛叵只青极封出其。m08
用常亦，mmO用常球酵散、 件，mm08\0 高用常，不干立麻灭.楚麻对式，本 成树酵财常•
。合胜球本单胜妥怎砵是代本球用采常。tmmOOAS干大
。合好、带米，一合三用暗零。胡、虽、背、立、昙、，麻、，，",,,,,False,False,False,False,True,review_note,p55 · 80mm，其他特殊情况可调整牙称高度，牙称高度范围50≤ H ≤250mm。,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
55,p055-b02,"VE
ERE
RT
EUR’
E/E
ORR",,,,,False,False,False,False,True,review_note,p55 · 80mm，其他特殊情况可调整牙称高度，牙称高度范围50≤ H ≤250mm。,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
55,p055-b03,"oe
PB
PES
本醂紥财常",,,,,False,False,False,False,True,review_note,p55 · 80mm，其他特殊情况可调整牙称高度，牙称高度范围50≤ H ≤250mm。,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
56,p056-b01,"KER
（醂亦必",,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.0588,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b02,"Ea
BY
SE
Bl
A
峨此驻赂申火",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.0956,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b03,@,,,,,False,False,False,False,False,,,0.0,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b04,4),,,,,False,False,False,False,False,review_note,p49,0.275,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b05,a,,,,,False,False,False,False,False,review_note,review_goal: 把 p49/p50 剩余碎片块从“待判断高风险”中分流为“已并入主块”或“背景噪声”,0.0244,non_rule_background,复核文档已将该页标记为噪声或背景说明。
56,p056-b06,"<=!
YE
te
2B
ESE
Loom]
本引/盖页mOOT≥高",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1161,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b07,"AOQUIN
NH
TSE
(ie
SB
Se
VE
1
J
>
本 页盖WmmOOT ＜ 高",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1106,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b08,"See
We
(hel
SS
se
A
Pt
1
TS
EE
FB",,,,,False,False,False,False,False,review_note,review_scope: p049b01、p049b02、p049b03、p050b01、p050b02、p050b03、p050b04、p050b05,0.096,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
56,p056-b09,"KER
BY
Ea
SE
A
Bl
a
4)
@
SB
>
J
AOQUIN
NH
Se
1
TSE
VE
(ie
2B
<=!
Loom]
ESE
YE
te
se
Pt
See
FB
We
(hel
SS
TS
EE
本引/盖页mOOT≥高
本 页盖WmmOOT ＜ 高
峨此驻赂申火
（醂亦必",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1033,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b01,"-c}EIN
EQ)
3’
EMRE
NS
JE
IR
RBI’
RE
畔註興盖贰姆惠 贩美，露心面页耳不",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1026,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b02,"(HIPS
REY
Le
VE)
GP
TOE
SES
AM
SEE
Hue
--.
-一
一
---
=
i
办页回侧淋叵或丌，熟告贩美效侧",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1176,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b03,"===
|
TT
UL
ne
=
一",,,,,False,False,False,False,False,review_note,p40 · 30'0 山山 Te'0 山山,0.11,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b04,=,,,,,False,False,False,False,False,,,0.0,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b05,"dy
ipl
4
tT
|
ad
门
[I
al
e
SIE
RBM
合胜多",,,,,False,False,False,False,False,review_note,p40 · 30'0 山山 Te'0 山山,0.1189,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b06,"-
EE
FEN
本辣 一不彩找不土",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.0819,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
57,p057-b07,"ee
See
(hl
SS
TT
Se
1
te
EB
AS
-",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1122,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b01,"VEE
8)
効豆霸心（6",,,,,False,False,False,False,False,review_note,p48,0.0917,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b02,"wee
c)
财悬鑫心（o",,,,,False,False,False,False,False,review_note,能为 p049b05 的结构草稿提供局部尺寸旁证的，标为 covered_non_runtime,0.0623,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b03,"MRE
(LIS)
P)
（盖全［1才）悬暗内（d",,,,,False,False,False,False,False,review_note,p049b01,0.1,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b04,"6
|
a
和
--
ss
=p
--_
_
=
CP
SS
an",,,,,False,False,False,False,False,review_note,p48 / p49 联合草稿,0.0917,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b05,"1S
EE
ER!
SWOOWEI
JEWS
FLOR
ED
BAe
Be
PP
>
ee
See
RD
SB
EL
HE
We
FB
峨示母贷村驻高 -本 孝贼常",,,,,False,False,False,False,False,review_note,review_scope: p049b01、p049b02、p049b03、p050b01、p050b02、p050b03、p050b04、p050b05,0.121,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
58,p058-b06,"Ba’
SE
Ree
SERRE",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1517,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
59,p059-b01,"METAR
TRAP
TSE
REM
Yass
RL
ase”
EER
el
DB
b
2°
al
ERay
ata
EBay
Ea
Ew
FP
Lp
LP
VEE
VERE
AN
as
lav
3
2
ial
8青剂突 t长 散、举岖姆不少出青炒时出其2.9
平齐 「 心效
式土 昙齐故 與代
式不 昙齐 避代
六不貅昙齐饭鄞選代
「图
s
己图
｛图",,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
59,p059-b02,"al
Ne
i
ats
平齐不效［己货心效县
平齐不效「心",,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
59,p059-b03,"ARI’
MSR’
SE’
ARNE
ORY?
W’
ENS
tak?
EWS
SE
le
YE
hil
HEME
RX
EWP
PSS
ERE
PERL
Pst’
e’
MoU
YER
aera
sky’
2°
NEWS
-ERU
URE
USNS
SU’
ley
SHE!
PER
v’
Se
YA
See
FB
EG
eSB
DE
小图时，虽帕意珍要需g，郬 o图 出京及，辛恢式不效是己發母代嫩叵本
示代本 高 -本 财常",,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
59,p059-b04,"LIARS
eee
LI
bas
EAE
Ew
FP
VEE
Q
六土昙齐t 母代
d图",,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
59,p059-b05,"EMESWN-
TS",,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
59,p059-b06,用,,,,,False,False,False,False,True,review_note,p59 · 5情况开放格区域层板内凹，层板外沿与门板不齐平。为提高家具结构稳定性及保,0.35,covered_non_runtime,当前块内容已被审计层、规则索引或复核结论文档覆盖。
60,p060-b01,"IMMEYR’
SPREE
Rt
P)
开必套麩天，效痢贰（d",,,,,False,False,False,False,False,review_note,原 runtime 中 p59 的开放格分段缝弱标题已清洗为结构化规则。,0.1199,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
60,p060-b02,"AWELER
8)
豳 土 立（6",,,,,False,False,False,False,False,review_note,p48,0.0786,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
60,p060-b03,"Se,",,,,,False,False,False,False,False,review_note,p40 · 30'0 山山 Te'0 山山,0.0733,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
60,p060-b04,"Hl?
SESE
SEZ
cl)
Ne
TS
ME
°
YEW
SVOOWMBI
SE?
Pe’
ECE
SEES
eR
RAE
LR!
ba
>
oe
Se
EL
RE
FB
FCB
。间中对立奇何不，四本怎测式对立玉需举代，胡
阅示长村 头 -本鲜类财常",,,,,False,False,False,False,False,review_note,review_scope: p049b01、p049b02、p049b03、p050b01、p050b02、p050b03、p050b04、p050b05,0.0882,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
60,p060-b05,"PoP
8)
OE!
ES]?",,,,,False,False,False,False,False,review_note,p48,0.2,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
61,p061-b01,"FRR
SHER
BHR’
BANS
琳啡都、酥牛蜜才干用常，对背财常\对背天",,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.0691,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
61,p061-b02,"ye
chleleaye*
XK
时面贩干用常。财背中",,,,,False,False,False,False,False,audit,直角圆边-窄边高柜,0.078,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
61,p061-b03,"fil
----
|
图
a
Bl
A8
aA",,,,,False,False,False,False,False,review_note,p48,0.0786,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
61,p061-b04,|,,,,,False,False,False,False,False,,,0.0,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
61,p061-b05,"aytY
WORE
Le
AVP
WTS
PY
ee
SYB
AB
SERIE
We
BNE
eA?
BPR
lee
eH!
EB
EI
VR
ME
SE
|
LOU
>
Se
Oe
OD
EL
AR
HE
A]
FB
；姆示本鎏彩 贝常林几氏不灼。张本鍌煳及爆
（示母贷村琳彩陆-本琳紥祗财常",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1153,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b01,"RPS
VRE
本琳头鼓大合胜琳本单B多",,,,,False,False,False,False,False,review_note,p049b01,0.088,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b02,V¥E,,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.0645,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b03,BYE,,,,,False,False,False,False,False,review_note,p049b01,0.11,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b04,"BYE
98",,,,,False,False,False,False,False,review_note,p49,0.1375,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b05,V¥E,,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.0645,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
62,p062-b06,"eke’
BHSK/SS/SRM
PVERY
SY
Woe
Rae
eee
hPa
fe
SSB
/
WP
e/a
EL
ee
•突式合胜本单胜女断可，怎代土，加本彩 /高 /头 十货",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1118,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b01,"S
RPE
YRS
科 高 合 本单胜冬",,,,,False,False,False,False,False,review_note,p49/p50 的碎片块不再占用高风险复杂页清单,0.0917,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b02,"RSIS
YAM
科醂 合 本单胜冬",,,,,False,False,False,False,False,review_note,4. 在 p49 的尺寸主语没有被明确之前，不建议直接新增 runtime。,0.0733,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b03,一,,,,,False,False,False,False,False,review_note,结论：不能独立成句，但与 p049b05 的节点尺寸判断一致,0.0407,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b04,"-一
一",,,,,False,False,False,False,False,review_note,p49 上方两张实物圆图都能看到门上方有一条独立横向挡条，和上节点线稿的 20 / 8 / 12 位置关系一致,0.0468,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b05,"四
|
il",,,,,False,False,False,False,False,review_note,review_goal: 把 p49/p50 剩余碎片块从“待判断高风险”中分流为“已并入主块”或“背景噪声”,0.0468,non_rule_background,复核文档已将该页标记为噪声或背景说明。
63,p063-b06,"BYE
琳8",,,,,False,False,False,False,False,review_note,p48,0.1375,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b07,"BYE
98",,,,,False,False,False,False,False,review_note,p49,0.1375,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b08,"a
|
V¥E",,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.063,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b09,"日
琳A",,,,,False,False,False,False,False,review_note,review_goal: 把 p49/p50 剩余碎片块从“待判断高风险”中分流为“已并入主块”或“背景噪声”,0.0234,non_rule_background,复核文档已将该页标记为噪声或背景说明。
63,p063-b10,BYE,,,,,False,False,False,False,False,review_note,p049b01,0.11,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b11,V¥E,,,,,False,False,False,False,False,review_note,| 50 | p050b07 | 整页兜底块 | 同上，整页结构说明辅助图 | covered_runtime |,0.0645,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
63,p063-b12,"RPE
S
YRS
RSIS
YAM
一
-一
四
|
BYE
il
a
V¥E
日
琳A
琳8
98
科醂 合 本单胜冬
科 高 合 本单胜冬",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1052,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
64,p064-b01,"BY
Le
ASS
DP
Se
HB
(ae
Ba
]
°
ve)
ee
ere
Wsoww?
ERE
wees
2
See
Beo<
Wye
ca
<-SeouMe
H
B20\somm""
WANES
oom”
EB
SANTEE”
SWE
WE
MOS
SER
SWS
ES
yb’
yp
MAS
Yass,
©
ERY
RES
Weel!
AREER
YS
ie
Bae
te
RE
eS”
Re
SE
ME
ch
SFE
NM
BERRIEN
BFE
BACB
<1
OOQUMG
ISIE
SOOOMMEN
STE
<SOOOMMEFE
IE
JOOOMMHS’
eae
EE
BR
MURAI
YEE
ASHE’
SS
LO
MS
ea
>
AOOWW”
RATIRY
YEW
|
00MM]
>A
MTSE
MSE
SE”
®
SR
EWS
RRR
I
YO’
Fay’
FA’
SERIES
le]
SHES
EVES’
Heb
BYE
VE’
SEW’
BME’
TEE
SET’
I’
SEI’
Ea’
cE’
到
。姆示本琳鍌站贝常成不灼．
。麻天天吊ormoaS≥ H ≥0围敬 高麻天，妻高麻天攀郾叵只郬极莽出其。mm08围常
。蒸社姆A爆备天，〝蒸安区丞邂
神列且孳具宸态”：卦备中单T飛心顺，紥禁需映品产啸宝出其，品产书小啪杀安嫌合奇显朋品产郵冠叙：望姆叵本
。砵 盖比，tmmOOT < 高本，砵奶盖贰本鍌楼大出因，mmOOTI≥一高本鍌财常•
。合麩耕用卦妥女抖暗零。书焖，虽时，效背，劝",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.0569,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
64,p064-b02,"oe
He
MK
ge
FB
本醂紥鎏财常",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1018,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
65,p065-b01,"BY
Ea
SE
Bl
A
So
Gl
NYSE
（戉辣瓞申心",,,,,False,False,False,False,False,review_note,| 49 | p049b04 | BeHYsy / Se / 高 容或圆甫直 | 直角圆边窄边高柜 | needs_manual_judgement |,0.1016,non_rule_background,当前块未体现稳定规则信号，更接近背景说明或噪声。
